Date,Close
1/2/2019 16:00:00,27.3
1/3/2019 16:00:00,27.35
1/4/2019 16:00:00,27.66
1/7/2019 16:00:00,27.92
1/8/2019 16:00:00,28.46
1/9/2019 16:00:00,28.05
1/10/2019 16:00:00,28.48
1/11/2019 16:00:00,28.43
1/14/2019 16:00:00,28.3
1/15/2019 16:00:00,28.62
1/16/2019 16:00:00,28.7
1/17/2019 16:00:00,28.93
1/18/2019 16:00:00,29.43
1/22/2019 16:00:00,29.32
1/23/2019 16:00:00,29.24
1/24/2019 16:00:00,28.71
1/25/2019 16:00:00,28.12
1/28/2019 16:00:00,28.22
1/29/2019 16:00:00,28.08
1/30/2019 16:00:00,28.26
1/31/2019 16:00:00,28.33
2/1/2019 16:00:00,28.07
2/4/2019 16:00:00,28.12
2/5/2019 16:00:00,28.3
2/6/2019 16:00:00,28.29
2/7/2019 16:00:00,28.18
2/8/2019 16:00:00,27.83
2/11/2019 16:00:00,27.55
2/12/2019 16:00:00,28.58
2/13/2019 16:00:00,28.96
2/14/2019 16:00:00,28.96
2/15/2019 16:00:00,29.5
2/19/2019 16:00:00,29.55
2/20/2019 16:00:00,28.75
2/21/2019 16:00:00,28.58
2/22/2019 16:00:00,28.52
2/25/2019 16:00:00,28.85
2/26/2019 16:00:00,28.92
2/27/2019 16:00:00,29.8
2/28/2019 16:00:00,29.33
3/1/2019 16:00:00,28.02
3/4/2019 16:00:00,28.64
3/5/2019 16:00:00,28.92
3/6/2019 16:00:00,28.44
3/7/2019 16:00:00,25.61
3/8/2019 16:00:00,24.47
3/11/2019 16:00:00,24.67
3/12/2019 16:00:00,24.48
3/13/2019 16:00:00,24.73
3/14/2019 16:00:00,24.75
3/15/2019 16:00:00,24.36
3/18/2019 16:00:00,24.55
3/19/2019 16:00:00,24.33
3/20/2019 16:00:00,23.99
3/21/2019 16:00:00,24.32
3/22/2019 16:00:00,24.34
3/25/2019 16:00:00,24.15
3/26/2019 16:00:00,24.47
3/27/2019 16:00:00,24.27
3/28/2019 16:00:00,24.44
3/29/2019 16:00:00,24.6
4/1/2019 16:00:00,24.48
4/2/2019 16:00:00,23.76
4/3/2019 16:00:00,23.8
