Date,Close
1/2/2019 16:00:00,66.44
1/3/2019 16:00:00,65.53
1/4/2019 16:00:00,66.43
1/7/2019 16:00:00,69.68
1/8/2019 16:00:00,69.61
1/9/2019 16:00:00,70.29
1/10/2019 16:00:00,68.29
1/11/2019 16:00:00,69.61
1/14/2019 16:00:00,68.84
1/15/2019 16:00:00,68.21
1/16/2019 16:00:00,67.85
1/17/2019 16:00:00,69.37
1/18/2019 16:00:00,70.68
1/22/2019 16:00:00,70.28
1/23/2019 16:00:00,70.32
1/24/2019 16:00:00,70.61
1/25/2019 16:00:00,72.39
1/28/2019 16:00:00,72.12
1/29/2019 16:00:00,71.7
1/30/2019 16:00:00,72.33
1/31/2019 16:00:00,73
2/1/2019 16:00:00,71.17
2/4/2019 16:00:00,72.44
2/5/2019 16:00:00,72.77
2/6/2019 16:00:00,72.51
2/7/2019 16:00:00,71.86
2/8/2019 16:00:00,70.88
2/11/2019 16:00:00,70.15
2/12/2019 16:00:00,70.41
2/13/2019 16:00:00,72.57
2/14/2019 16:00:00,72.18
2/15/2019 16:00:00,72.84
2/19/2019 16:00:00,73.3
2/20/2019 16:00:00,72.71
2/21/2019 16:00:00,72.03
2/22/2019 16:00:00,72.25
2/25/2019 16:00:00,73.1
2/26/2019 16:00:00,72.29
2/27/2019 16:00:00,73.02
2/28/2019 16:00:00,72.64
3/1/2019 16:00:00,72.94
3/4/2019 16:00:00,72.67
3/5/2019 16:00:00,76
3/6/2019 16:00:00,76.9
3/7/2019 16:00:00,76.17
3/8/2019 16:00:00,75.81
3/11/2019 16:00:00,76.27
3/12/2019 16:00:00,76.18
3/13/2019 16:00:00,77.12
3/14/2019 16:00:00,76.49
3/15/2019 16:00:00,76.66
3/18/2019 16:00:00,77.88
3/19/2019 16:00:00,78.46
3/20/2019 16:00:00,77.54
3/21/2019 16:00:00,79.49
3/22/2019 16:00:00,78.32
3/25/2019 16:00:00,78.53
3/26/2019 16:00:00,79.63
3/27/2019 16:00:00,79.82
3/28/2019 16:00:00,80.32
3/29/2019 16:00:00,80.26
4/1/2019 16:00:00,79.97
4/2/2019 16:00:00,79.46
4/3/2019 16:00:00,79.31
4/4/2019 16:00:00,81.38
4/5/2019 16:00:00,80.94
4/8/2019 16:00:00,81.93
4/9/2019 16:00:00,80.66
4/10/2019 16:00:00,80.75
4/11/2019 16:00:00,80.45
4/12/2019 16:00:00,80.73
4/15/2019 16:00:00,81.98
4/16/2019 16:00:00,81.97
4/17/2019 16:00:00,82.68
4/18/2019 16:00:00,83.26
4/22/2019 16:00:00,82.02
4/23/2019 16:00:00,82.16
4/24/2019 16:00:00,82.88
4/25/2019 16:00:00,81.74
4/26/2019 16:00:00,77.12
4/29/2019 16:00:00,77.8
4/30/2019 16:00:00,77.42
5/1/2019 16:00:00,75.67
5/2/2019 16:00:00,76.42
5/3/2019 16:00:00,75.94
5/6/2019 16:00:00,75.98
5/7/2019 16:00:00,75.04
5/8/2019 16:00:00,75.41
5/9/2019 16:00:00,75.11
5/10/2019 16:00:00,74.64
5/13/2019 16:00:00,71.68
5/14/2019 16:00:00,71.26
5/15/2019 16:00:00,70.81
5/16/2019 16:00:00,70.78
5/17/2019 16:00:00,70.89
5/20/2019 16:00:00,72.08
5/21/2019 16:00:00,71.96
5/22/2019 16:00:00,77.56
5/23/2019 16:00:00,79.4
5/24/2019 16:00:00,81.57
5/28/2019 16:00:00,80.77
5/29/2019 16:00:00,79.64
5/30/2019 16:00:00,80.39
5/31/2019 16:00:00,80.45
6/3/2019 16:00:00,82.95
6/4/2019 16:00:00,85.85
6/5/2019 16:00:00,85.49
6/6/2019 16:00:00,85.7
6/7/2019 16:00:00,86.85
6/10/2019 16:00:00,87.55
6/11/2019 16:00:00,87.85
6/12/2019 16:00:00,88.26
6/13/2019 16:00:00,88.3
6/14/2019 16:00:00,87.79
6/17/2019 16:00:00,87.14
6/18/2019 16:00:00,86.47
6/19/2019 16:00:00,86.16
6/20/2019 16:00:00,86.21
6/21/2019 16:00:00,87.6
6/24/2019 16:00:00,86.72
