Date,Close
6/26/2020 16:00:00,15.45
6/29/2020 16:00:00,15.57
6/30/2020 16:00:00,15.77
7/1/2020 16:00:00,15.76
7/2/2020 16:00:00,15.81
7/6/2020 16:00:00,15.52
7/7/2020 16:00:00,15.18
7/8/2020 16:00:00,15.16
7/9/2020 16:00:00,14.75
7/10/2020 16:00:00,14.6
7/13/2020 16:00:00,14
7/14/2020 16:00:00,14.59
7/15/2020 16:00:00,14.62
7/16/2020 16:00:00,14.98
7/17/2020 16:00:00,15.35
7/20/2020 16:00:00,15.59
7/21/2020 16:00:00,15.67
7/22/2020 16:00:00,16
7/23/2020 16:00:00,16.03
7/24/2020 16:00:00,16.11
7/27/2020 16:00:00,15.24
7/28/2020 16:00:00,15.1
7/29/2020 16:00:00,15.37
7/30/2020 16:00:00,14.95
7/31/2020 16:00:00,14.86
8/3/2020 16:00:00,14.83
8/4/2020 16:00:00,15.18
8/5/2020 16:00:00,15.47
8/6/2020 16:00:00,15.27
8/7/2020 16:00:00,15.35
8/10/2020 16:00:00,15.37
8/11/2020 16:00:00,14.92
8/12/2020 16:00:00,14.8
8/13/2020 16:00:00,14.9
8/14/2020 16:00:00,14.85
8/17/2020 16:00:00,14.93
8/18/2020 16:00:00,15.07
8/19/2020 16:00:00,15.19
8/20/2020 16:00:00,15.04
8/21/2020 16:00:00,14.9
8/24/2020 16:00:00,14.57
8/25/2020 16:00:00,14.59
8/26/2020 16:00:00,14.7
8/27/2020 16:00:00,14.66
8/28/2020 16:00:00,14.36
8/31/2020 16:00:00,13.79
9/1/2020 16:00:00,13.94
9/2/2020 16:00:00,14
9/3/2020 16:00:00,13.54
9/4/2020 16:00:00,13.51
9/8/2020 16:00:00,13.18
9/9/2020 16:00:00,13.88
9/10/2020 16:00:00,14.14
9/11/2020 16:00:00,14.15
9/14/2020 16:00:00,13.64
9/15/2020 16:00:00,13.26
9/16/2020 16:00:00,13.16
9/17/2020 16:00:00,13.31
9/18/2020 16:00:00,13.06
9/21/2020 16:00:00,13.66
9/22/2020 16:00:00,13.9
9/23/2020 16:00:00,13.62
9/24/2020 16:00:00,13.38
9/25/2020 16:00:00,13.55
9/28/2020 16:00:00,13.61
9/29/2020 16:00:00,13.75
9/30/2020 16:00:00,13.85
10/1/2020 16:00:00,13.77
10/2/2020 16:00:00,13.74
10/5/2020 16:00:00,13.9
10/6/2020 16:00:00,13.82
10/7/2020 16:00:00,13.9
10/8/2020 16:00:00,14.02
10/9/2020 16:00:00,14.26
10/12/2020 16:00:00,14.48
10/13/2020 16:00:00,14.7
10/14/2020 16:00:00,14.27
10/15/2020 16:00:00,14.29
10/16/2020 16:00:00,14.26
10/19/2020 16:00:00,14.38
10/20/2020 16:00:00,15.22
10/21/2020 16:00:00,14.98
10/22/2020 16:00:00,14.7
10/23/2020 16:00:00,14.83
10/26/2020 16:00:00,14.8
10/27/2020 16:00:00,14.89
10/28/2020 16:00:00,15.11
10/29/2020 16:00:00,15.15
10/30/2020 16:00:00,14.69
11/2/2020 16:00:00,14.66
11/3/2020 16:00:00,15.22
11/4/2020 16:00:00,15.45
11/5/2020 16:00:00,15.52
11/6/2020 16:00:00,15.49
11/9/2020 16:00:00,14.8
11/10/2020 16:00:00,14.99
11/11/2020 16:00:00,14.98
11/12/2020 16:00:00,15.13
11/13/2020 16:00:00,15.15
11/16/2020 16:00:00,15.61
11/17/2020 16:00:00,15.73
11/18/2020 16:00:00,15.75
11/19/2020 16:00:00,15.75
11/20/2020 16:00:00,15.71
11/23/2020 16:00:00,15.92
11/24/2020 16:00:00,15.9
11/25/2020 16:00:00,15.8
11/27/2020 13:00:00,15.86
11/30/2020 16:00:00,16.03
12/1/2020 16:00:00,15.78
12/2/2020 16:00:00,15.52
12/3/2020 16:00:00,15.27
12/4/2020 16:00:00,14.95
12/7/2020 16:00:00,14.85
12/8/2020 16:00:00,14.98
12/9/2020 16:00:00,14.86
12/10/2020 16:00:00,15.09
12/11/2020 16:00:00,15.32
12/14/2020 16:00:00,15.1
12/15/2020 16:00:00,15.24
12/16/2020 16:00:00,15.41
12/17/2020 16:00:00,15.54
12/18/2020 16:00:00,15.62
12/21/2020 16:00:00,15.35
12/22/2020 16:00:00,15.81
12/23/2020 16:00:00,15.55
12/24/2020 13:00:00,15.75
12/28/2020 16:00:00,15.98
12/29/2020 16:00:00,16.64
12/30/2020 16:00:00,16.85
